count;word;hiragana;meaning;jlpt level
6097;商人;しょうにん;trader,shopkeeper,merchant;3
6098;承認;しょうにん;recognition,acknowledgement,approval,consent,agreement;3
6099;少年;しょうねん;boys,juveniles;3
6100;商売;しょうばい;trade,business,commerce,transaction,occupation;3
6101;消費;しょうひ;consumption,expenditure;3
6102;商品;しょうひん;commodity,article of commerce,goods,stock,merchandise;3
6103;消防;しょうぼう;fire fighting,fire department;3
6104;情報;じょうほう;information,(military) intelligence;3
6105;証明;しょうめい;proof,verification;3
6106;女王;じょおう;queen;3
6107;職;しょく;employment;3
6108;職業;しょくぎょう;occupation,business;3
6109;食事;しょくじ・する;meal, to have a meal;3
6110;食卓;しょくたく;dining table;3
6111;食品;しょくひん;commodity,foodstuff;3
6112;植物;しょくぶつ;plant,vegetation;3
6113;食物;しょくもつ;food,foodstuff;3
6114;食欲;しょくよく;appetite (for food);3
6115;食料;しょくりょう;food;3
6116;食糧;しょくりょう;provisions,rations;3
6117;書斎;しょさい;study;3
6118;女子;じょし;woman,girl;3
6119;助手;じょしゅ;helper,helpmeet,assistant,tutor;3
6120;徐々に;じょじょに;slowly,little by little,gradually,steadily,quietly;3
6121;署名;しょめい;signature;3
6122;書物;しょもつ;books;3
6123;女優;じょゆう;actress;3
6124;処理;しょり;processing,dealing with,treatment,disposition,disposal;3
6125;書類;しょるい;documents,official papers;3
6126;知らせ;しらせ;notice;3
6127;尻;しり;buttocks,bottom;3
6128;印;しるし;(1) mark,(2) symbol,(3) evidence;3
6129;城;しろ;castle;3
6130;進学;しんがく;going on to a higher level school, ;3
6131;神経;しんけい;nerve,sensitivity;3
6132;真剣;しんけん;seriousness,earnestness;3
6133;信仰;しんこう;(religious) faith,belief,creed;3
6134;信号;しんごう;traffic lights,signal,semaphore;3
6135;人工;じんこう;artificial,manmade,human work,human skill,artificiality;3
6136;深刻;しんこく;serious;3
6137;診察;しんさつ;medical examination;3
6138;人種;じんしゅ;race (of people);3
6139;信じる;しんじる;to believe,to place trust in;3
6140;人生;じんせい;(human) life (i.e. conception to death);3
6141;親戚;しんせき;relative;3
6142;新鮮;しんせん;fresh;3
6143;心臓;しんぞう;heart (organ);3
6144;身体;しんたい;the body;3
6145;身長;しんちょう;height (of body),stature;3
6146;慎重;しんちょう;discretion,prudence;3
6147;心配;しんぱい・する;worry,concern,anxiety,care, to worry;3
6148;審判;しんぱん;refereeing,trial,judgement,umpire,referee;3
6149;人物;じんぶつ;character,personality,person,man,personage,talented man;3
6150;進歩;しんぽ;progress,development;3
6151;親友;しんゆう;close friend,buddy;3
6152;信用;しんよう;confidence,dependence,credit,faith;3
6153;信頼;しんらい;reliance,trust,confidence;3
6154;心理;しんり;pshcyology, mental state;3
6155;人類;じんるい;mankind,humanity;3
6156;州;す;sandbank;3
6157;巣;す;nest,rookery,breeding place,beehive,cobweb;3
6158;図;ず;figure (e.g. Fig 1),drawing,picture,illustration;3
6159;水準;すいじゅん;(1) level, standard, (2) water level;3
6160;推薦;すいせん;recommendation;3
6161;随分;ずいぶん;extremely;3
6162;睡眠;すいみん;sleep;3
6163;数;すう;number,figure;3
6164;数字;すうじ;numeral,figure;3
6165;末;すえ;the end of,powder;3
6166;姿;すがた;figure,shape,appearance;3
6167;空く;すく;(1) to open,to become empty,(2) to be less crowded;3
6168;救う;すくう;to rescue from,to help out of;3
6169;優れる;すぐれる;to surpass,to outstrip,to excel;3
6170;none;すごい;terrible,dreadful,terrific,amazing,great;3
6171;少しも;すこしも;anything of,not one bit;3
6172;過ごす;すごす;to pass,to spend,to go through,to tide over;3
6173;筋;すじ;muscle,string,line;3
6174;進める;すすめる;to advance,to promote,to hasten;3
6175;勧める;すすめる;to recommend,to advise,to encourage,to offer (wine);3
6176;頭痛;ずつう;headache;3
6177;none;ずっと;consecutively,throughout,a lot;3
6178;none;すてき;lovely,dreamy,beautiful,great;3
6179;既に;すでに;already,too late;3
6180;none;すなわち;that is,namely,i.e.;3
6181;素晴らしい;すばらしい;wonderful,splendid,magnificent;3
6182;全て;すべて;all,the whole,entirely,in general,wholly;3
6183;全て;すべて;all,whole,entire,complete,overall,pan;3
6184;済ませる;すませる;to be finished;3
6185;none;すみません;sorry,excuse me;3
6186;為る;する;to do;3
6187;すると;すると;thereupon,hereupon;3
6188;鋭い;するどい;pointed,sharp;3
6189;背;せい;height,stature;3
6190;正;せい;(logical) true,regular;3
6191;性;せい;sex,gender;3
6192;所為;せい;cause,reason,fault;3
6193;税;ぜい;a tax;3
6194;性格;せいかく;character,personality;3
6195;正確;せいかく;accurate,punctuality,exactness,authenticity,veracity;3
6196;世紀;せいき;century,era;3
6197;請求;せいきゅう;claim,demand,application,request;3
6198;税金;ぜいきん;tax,duty;3
6199;清潔;せいけつ;clean;3
6200;制限;せいげん;restriction,restraint,limitation;3
6201;成功;せいこう;success,hit;3
6202;生産;せいさん;production,manufacture;3
6203;正式;せいしき;due form,official,formality;3
6204;精神;せいしん;mind,soul,heart,spirit,intention;3
6205;成人;せいじん;adult;3
6206;精々;せいぜい;at the most,at best,to the utmost,as much (far) as possible;3
6207;成績;せいせき;results,record;3
6208;製造;せいぞう;manufacture,production;3
6209;贅沢;ぜいたく;luxury,extravagance;3
6210;成長;せいちょう;growth,grow to adulthood;3
6211;制度;せいど;system,institution,organization;3
6212;青年;せいねん;youth,young man;3
6213;製品;せいひん;manufactured goods,finished goods;3
6214;政府;せいふ;government,administration;3
6215;生物;せいぶつ;raw food;3
6216;生命;せいめい;life,existence;3
6217;整理;せいり;sorting,arrangement,adjustment,regulation;3
6218;咳;せき;cough;3
6219;石炭;せきたん;coal;3
6220;責任;せきにん;duty,responsibility;3
6221;石油;せきゆ;oil,petroleum,kerosene;3
6222;世間;せけん;world,society;3
6223;説;せつ;theory;3
6224;積極的;せっきょくてき;positive,active,proactive;3
6225;設計;せっけい;plan,design;3
6226;絶対;ぜったい;absolute,unconditional,absoluteness;3
6227;設備;せつび;equipment,device,facilities,installation;3
6228;絶滅;ぜつめつ;destruction,extinction;3
6229;節約;せつやく;economising,saving;3
6230;是非;ぜひ;certainly,without fail;3
6231;責める;せめる;to condemn,to blame,to criticize;3
6232;世話;せわ・する;looking after,help,aid,assistance, to look after;3
6233;善;ぜん;good,goodness,right,virtue;3
6234;全員;ぜんいん;all members (unanimity),all hands,the whole crew;3
6235;専攻;せんこう;major subject,special study;3
6236;全国;ぜんこく;country-wide,nation-wide,whole country,national;3
6237;先日;せんじつ;the other day,a few days ago;3
6238;前者;ぜんしゃ;the former;3
6239;選手;せんしゅ;(1) player (in game),(2) team;3
6240;前進;ぜんしん;advance,drive,progress;3
6241;全然;ぜんぜん;(1) wholly,entirely,completely,(2) not at all (with neg. verb);3
6242;全体;ぜんたい;whole,entirety,whatever (is the matter);3
6243;選択;せんたく;selection,choice;3
6244;そう;そう;so;3
6245;象;ぞう;elephant;3
6246;騒音;そうおん;noise;3
6247;増加;ぞうか;increase,addition;3
6248;操作;そうさ;operation,management,processing;3
6249;掃除;そうじ/そうじする;cleaning,sweeping, to clean, to sweep;3
6250;想像;そうぞう;imagination,guess;3
6251;相続;そうぞく;succession,inheritance;3
6252;相談;そうだん/そうだんする;consultation,discussion，to consult, to discuss;3
6253;装置;そうち;equipment,installation,apparatus;3
6254;相当;そうとう;suitable,fair,tolerable,proper;3
6255;速度;そくど;speed,velocity,rate;3
6256;底;そこ;bottom,sole;3
6257;none;そこで;so (conj),accordingly,now,then,thereupon;3
6258;組織;そしき;(1) organization,(2) structure,construction,(3) tissue,(4) system;3
6259;none;そして;and;3
6260;注ぐ;そそぐ;to pour (into),to irrigate,to pay,to fill,to feed (e.g. a fire);3
6261;育つ;そだつ;to raise (child),to be brought up,to grow (up);3
6262;none;そっくり;all,altogether,entirely,be just like,the splitting image of;3
6263;none;そっと;face of the earth;3
6264;袖;そで;sleeve;3
6265;備える;そなえる;to furnish,to provide for,to equip,to install;3
6266;その;その;the,that;3
6267;none;そのうち;eventually,sooner or later,of the previously mentioned;3
6268;none;そのまま;without change,as it is (i.e. now);3
6269;側;そば;side,edge,third person;3
6270;粗末;そまつ;crude,rough,plain,humble;3
6271;none;それ;it,that;3
6272;none;それぞれ;each,every,either,respectively,severally;3
6273;none;それでも;but (still),and yet,nevertheless,even so,notwithstanding;3
6274;none;それとも;or,or else;3
6275;損;そん;loss,disadvantage;3
6276;損害;そんがい;damage,injury,loss;3
6277;尊敬;そんけい;respect,esteem,reverence,honour;3
6278;存在;そんざい;existence,being;3
6279;尊重;そんちょう;respect,esteem,regard;3
6280;田;た;rice field;3
6281;他;た;other (esp. places and things);3
6282;台;だい;stand,rack,table,support, counter for machine;3
6283;題;だい;title,subject,theme,topic;3
6284;体育;たいいく;physical education,gymnastics,athletics;3
6285;体温;たいおん;temperature (body);3
6286;大会;たいかい;convention,tournament,mass meeting,rally;3
6287;大気;たいき;the air, atmosphere;3
6288;代金;だいきん;price,payment,cost,charge;3
6289;退屈;たいくつ;tedium,boredom;3
6290;滞在;たいざい;stay,sojourn;3
6291;大使;たいし;ambassador;3
6292;大した;たいした;considerable,great,important,significant,a big deal;3
6293;対象;たいしょう;target,object (of worship, study, etc),subject (of taxation, etc);3
6294;大臣;だいじん;cabinet minister;3
6295;対する;たいする;to face,to confront,to oppose;3
6296;大戦;たいせん;great war,great battle;3
6297;大抵;たいてい;usually,generally;3
6298;態度;たいど;attitude,manner;3
6299;大統領;だいとうりょう;president,chief executive;3
6300;大半;たいはん;majority,mostly,generally;3
6301;代表;だいひょう;representative,representation,delegation,type,example,model;3
6302;大部分;だいぶぶん;most part,greater part,majority;3
6303;大変;たいへん;awful,dreadful,terrible,very;3
6304;逮捕;たいほ;arrest,apprehension,capture;3
6305;太陽;たいよう;sun,solar;3
6306;平ら;たいら;flatness,level,smooth,calm,plain;3
6307;代理;だいり;representation,agency,proxy,deputy,agent;3
6308;大陸;たいりく;continent;3
6309;倒す;たおす;to throw down,to beat,to bring down,to blow down;3
6310;だが;だが;however;3
6311;互い;たがい;mutual,reciprocal;3
6312;宝;たから;treasure;3
6313;だから;だから;so,therefore;3
6314;宅;たく;house,home,husband;3
6315;none;だけど;however;3
6316;確かめる;たしかめる;to ascertain, confirm;3
6317;多少;たしょう;more or less,somewhat,a little,some;3
6318;助ける;たすける;to help,to save,to rescue;3
6319;none;ただ;free of charge,;3
6320;唯;ただ;mere,sole,only;3
6321;戦い;たたかい;battle,fight,struggle,conflict;3
6322;戦う;たたかう;to fight,to battle,to combat;3
6323;叩く;たたく;to strike,to clap,to dust,to beat;3
6324;直ちに;ただちに;at once,immediately,directly,in person;3
6325;立ち上がる;たちあがる;to stand up;3
6326;立場;たちば;standpoint,position,situation;3
6327;経つ;たつ;to pass,to lapse;3
6328;達する;たっする;to reach,to get to;3
6329;唯;たった;only (use with a word which indicates numbers);3
6330;none;だって;but,because,even,also,too;3
6331;none;たっぷり;full,in plenty,ample;3
6332;縦;たて;length,height;3
6333;none;たとえ;simile,metaphor,allegory;3
6334;谷;たに;valley;3
6335;他人;たにん;another person,unrelated person,outsider,stranger;3
6336;種;たね;(1) seed,(2) material,(3) cause,source;3
6337;束;たば;handbreadth,bundle;3
6338;度;たび;counter for occurrences;3
6339;旅;たび;travel,trip,journey;3
6340;none;たびたび;often,repeatedly,frequently;3
6341;多分;たぶん;perhaps,probably;3
6342;玉;たま;ball,sphere,coin;3
6343;球;たま;globe,sphere,ball;3
6344;弾;たま;bullet,shot,shell;3
6345;偶々;たまたま;casually,unexpectedly,accidentally,by chance;3
6346;none;たまらない;intolerable, unbearable, unendurable;3
6347;黙る;だまる;to be silent;3
6348;駄目;だめ;useless,no good,hopeless;3
6349;試し;ためし;trial,test;3
6350;試す;ためす;to attempt,to test;3
6351;便り;たより;news, tidings, information, correspondence, letter;3
6352;頼る;たよる;to rely on,to have recourse to,to depend on;3
6353;誰か;だれか;someone,somebody;3
6354;段;だん;step,stair,flight of steps,grade,rank,level;3
6355;単位;たんい;unit,denomination,credit (in school);3
6356;単語;たんご;word,vocabulary,(usually) single-character word;3
6357;男子;だんし;a boy, a man, a male;3
6358;単純;たんじゅん;simplicity;3
6359;誕生;たんじょう;birth;3
6360;団体;だんたい;organization,association, a group;3
6361;担当;たんとう;(in) charge;3
6362;単なる;たんなる;mere,simple,sheer;3
6363;単に;たんに;simply,merely,only,solely;3
6364;地;ち;earth;3
6365;地位;ちい;(social) position,status;3
6366;地域;ちいき;area,region;3
6367;知恵;ちえ;wisdom, intelligence, advice;3
6368;地下;ちか;basement,underground;3
6369;違い;ちがい;difference,discrepancy;3
6370;違いない;ちがいない;(phrase) sure,no mistaking it,for certain;3
6371;近頃;ちかごろ;lately,recently,nowadays;3
6372;地球;ちきゅう;the earth;3
6373;地区;ちく;district,section,sector;3
6374;遅刻;ちこく;lateness,late coming;3
6375;知事;ちじ;prefectural governor;3
6376;知識;ちしき;knowledge,information;3
6377;父親;ちちおや;father;3
6378;知能;ちのう;intelligence,brains;3
6379;地平線;ちへいせん;horizon;3
6380;地方;ちほう;area,locality,district,region,the coast;3
6381;茶;ちゃ;tea;3
6382;none;ちゃんと;perfectly,properly,exactly;3
6383;中;ちゅう;inside,middle,among;3
6384;注;ちゅう;annotation,explanatory note;3
6385;中央;ちゅうおう;centre,central,center,middle;3
6386;中学;ちゅうがく;middle school,junior high school;3
6387;中古;ちゅうこ;(1) used,second-hand,old;3
6388;中止;ちゅうし;suspension, stoppage, discontinuance, interruption;3
6389;駐車;ちゅうしゃ;parking (e.g. car);3
6390;昼食;ちゅうしょく;lunch,midday meal;3
6391;中心;ちゅうしん;center,core,heart,pivot,emphasis,balance;3
6392;注目;ちゅうもく;notice,attention,observation;3
6393;注文;ちゅうもん;order,request;3
6394;長期;ちょうき;long time period;3
6395;調査;ちょうさ;investigation,examination,inquiry,survey;3
6396;調子;ちょうし;condition, form, shape, tune,tone,key;3
6397;頂上;ちょうじょう;top,summit,peak;3
6398;none;ちょうだい;(1) please do for me (preceded by -te),(2) reception,being given,get (spoken);3
6399;貯金;ちょきん;(bank) savings;3
6400;直接;ちょくせつ;direct,immediate,personal,firsthand;3
6401;著者;ちょしゃ;author,writer;3
6402;対;つい;pair,couple,set;3
6403;遂に;ついに;finally,at last;3
6404;通過;つうか;passage through,passing;3
6405;通学;つうがく;commuting to school;3
6406;通行;つうこう;passage,passing;3
6407;通じる;つうじる;to run to,to lead to,to communicate,to understand;3
6408;通信;つうしん;correspondence,communication,news,signal;3
6409;捕まる;つかまる;to be caught,to be arrested;3
6410;掴む;つかむ;to seize,to catch,to grasp;3
6411;疲れ;つかれ;tiredness,fatigue;3
6412;月;つき;moon,month;3
6413;付き合い;つきあい;association,socializing,fellowship;3
6414;次々;つぎつぎ;in succession,one by one;3
6415;就く;つく;to take (seat, position),to get (a job);3
6416;注ぐ;つぐ;to pour (into),to irrigate,to pay;3
6417;付ける;つける;to attach,to join,to add,to append;3
6418;土;つち;earth,soil;3
6419;続き;つづき;sequel,continuation;3
6420;包み;つつみ;bundle,package,parcel,bale;3
6421;勤め;つとめ;(1) service,  business, job(2) Buddhist religious services;3
6422;務め;つとめ;(1) service,duty,;3
6423;繋ぐ;つなぐ;to tie,to fasten,to connect,to transfer (phone call);3
6424;常に;つねに;always,constantly;3
6425;角;つの;horn;3
6426;翼;つばさ;wings;3
6427;none;つまり;in short,in brief,in other words;3
6428;罪;つみ;crime,fault,indiscretion;3
6429;詰める;つめる;to pack,to shorten,to work out (details);3
6430;積もる;つもる;to pile up;3
6431;梅雨;つゆ;rainy season,rain during the rainy season;3
6432;辛い;つらい;painful,heart-breaking;3
6433;釣;つり;fishing;3
6434;連れ;つれ;companion,company;3
6435;出会い;であい;meeting,rendezvous,encounter;3
6436;出会う;であう;to meet by chance,to come across,to happen to encounter;3
6437;提案;ていあん;proposal,proposition,suggestion;3
6438;定期;ていき;fixed term;3
6439;抵抗;ていこう;resistance,opposition, electrical resistance,;3
6440;提出;ていしゅつ;presentation,submission,filing;3
6441;程度;ていど;degree,amount,grade,standard,of the order of (following a number);3
6442;停留所;ていりゅうじょ;bus or tram stop;3
6443;敵;てき;enemy,rival;3
6444;出来事;できごと;incident,affair,happening,event;3
6445;適する;てきする;to fit,to suit;3
6446;適切;てきせつ;pertinent,appropriate,adequate,relevance;3
6447;適度;てきど;moderate;3
6448;適用;てきよう;applying;3
6449;none;できる;to be able to,to be ready,to occur;3
6450;出来るだけ;できるだけ;as (much) (soon)  as possible;3
6451;none;できれば;if at all possible;3
6452;手品;てじな;sleight of hand,conjuring trick,magic,juggling;3
6453;none;ですから;therefore;3
6454;鉄;てつ;iron;3
6455;哲学;てつがく;philosophy;3
6456;手伝い;てつだい;help,helper,assistant;3
6457;徹底;てってい;thoroughness,completeness;3
6458;鉄道;てつどう;railroad;3
6459;徹夜;てつや;all night,all night vigil,sleepless night;3
6460;では;では;then, in that case,if so;3
6461;手間;てま;time,labour;3
6462;でも;でも;but,however;3
6463;典型;てんけい;type,pattern,archetypal;3
6464;天候;てんこう;weather;3
6465;電子;でんし;electron;3
6466;伝統;でんとう;tradition,convention;3
6467;天然;てんねん;nature,spontaneity;3
6468;度;ど;counter for occurrences;3
6469;問い;とい;question,query;3
6470;党;とう;party (political);3
6471;塔;とう;tower,pagoda;3
6472;答案;とうあん;examination paper,examination script;3
6473;同一;どういつ;identity,sameness,similarity;3
6474;銅貨;どうか;copper coin;3
6475;当時;とうじ;at that time,in those days;3
6476;動詞;どうし;verb;3
6477;同時;どうじ;simultaneous(ly),concurrent,same time,synchronous;3
6478;none;どうしても;by all means,at any cost,no matter what;3
6479;到着;とうちゃく;arrival;3
6480;道徳;どうとく;morals;3
6481;投票;とうひょう;voting,poll;3
6482;同様;どうよう;identical,equal to,same (kind),like;3
6483;同僚;どうりょう;coworker,colleague,associate;3
6484;道路;どうろ;road,highway;3
6485;十;とお;10,ten;3
6486;通す;とおす;to let pass,to overlook,to continue;3
6487;通り;とおり;in accordance with ~,following ~,~ Street,~ Avenue;3
6488;通り過ぎる;とおりすぎる;to pass,to pass through;3
6489;都会;とかい;city;3
6490;時;とき;(1) time,hour,(2) occasion,moment;3
6491;解く;とく;to unfasten, to solve;3
6492;毒;どく;poison,toxicant;3
6493;得意;とくい;pride,triumph,prosperity;3
6494;読書;どくしょ;reading;3
6495;独身;どくしん;bachelorhood,single,unmarried,celibate;3
6496;特徴;とくちょう;distinctive feature,characteristic;3
6497;独特;どくとく;peculiarity,uniqueness,characteristic;3
6498;独立;どくりつ;independence (e.g. Ind. Day),self-support;3
6499;解ける;とける;to come untied,to come apart;3
6500;none;どこか;somewhere,anywhere;3
6501;none;ところが;however,while,even if;3
6502;none;ところで;by the way,even if,no matter what;3
6503;登山;とざん;mountain-climbing;3
6504;都市;とし;town,city,municipal,urban;3
6505;年月;としつき(ねんげつ）;months and years;3
6506;図書;としょ;books;3
6507;年寄;としより;old people,the aged;3
6508;閉じる;とじる;to close (e.g. book, eyes),to shut;3
6509;途端;とたん;just (now, at the moment, etc.);3
6510;土地;とち;plot of land,lot,soil;3
6511;突然;とつぜん;abruptly,suddenly,unexpectedly,all at once;3
6512;届く;とどく;to reach;3
6513;none;とにかく;anyhow,at any rate,anyway,somehow or other,generally speaking,in any case;3
6514;飛ばす;とばす;to skip over,to omit;3
6515;飛び出す;とびだす;to jump out,to rush out,to fly out;3
6516;留める;とめる;to fasten,to turn off,to detain;3
6517;友;とも;friend,companion,pal;3
6518;共に;ともに;sharing with,participate in;3
6519;土曜/土曜日;どよう/どようび;Saturday;3
6520;虎;とら;tiger;3
6521;取り上げる;とりあげる;to take up,to pick up,to disqualify,to confiscate,to deprive;3
6522;努力;どりょく;great effort,exertion,endeavour,effort;3
6523;どれ;どれ;which (of three or more);3
6524;取れる;とれる;to come off,to be taken off,to be removed;3
6525;泥;どろ;mud;3
6526;none;とんでもない;unexpected,offensive,What a thing to say!,No way!;3
6527;none;どんな;what,what kind of;3
6528;none;どんなに;how,how much;3
6529;名;な;name,reputation;3
6530;内容;ないよう;subject, contents, substance, ;3
6531;none;なお;straight,mischief,ordinary,common;3
6532;仲;なか;relation,relationship;3
6533;流す;ながす;to drain,to float,to shed (blood, tears),to cruise (e.g. taxi);3
6534;none;なかなか;very,considerably,easily;3
6535;半ば;なかば;middle,half,semi,halfway,partly;3
6536;仲間;なかま;company,fellow,colleague,associate;3
6537;眺め;ながめ;scene,view,prospect,outlook;3
6538;眺める;ながめる;to view,to gaze at;3
6539;流れ;ながれ;stream,current;3
6540;流れる;ながれる;to stream,to flow,to run (ink),to be washed away;3
6541;無し;なし;without;3
6542;none;なぜなら;because;3
6543;謎;なぞ;riddle,puzzle,enigma;3
6544;納得;なっとく;consent,assent,understanding;3
6545;等;など;et cetera,etc.,and the like;3
6546;七;なな;seven;3
6547;何;なに;what;3
6548;何か;なにか;something;3
6549;none;なにも;nothing;3
6550;鍋;なべ;saucepan,pot;3
6551;生;なま;(1) draft (beer),(2) raw,unprocessed;3
6552;生;なま;(1) draft (beer),(2) raw,unprocessed;3
6553;怠ける;なまける;to be idle,to neglect;3
6554;波;なみ;wave;3
6555;涙;なみだ;tear;3
6556;悩む;なやむ;to be worried,to be troubled;3
6557;為る;なる;to change,to be of use,to reach to;3
6558;成る;なる;to become;3
6559;縄;なわ;rope,hemp;3
6560;何で;なんで;Why?,What for?;3
6561;何でも;なんでも;by all means,everything;3
6562;何とか;なんとか;somehow,anyhow,one way or another;3
6563;似合う;にあう;to suit,to match,to become,to be like;3
6564;匂い;におい;odour,scent,smell,stench;3
6565;苦手;にがて;poor (at),weak (in),dislike (of);3
6566;握る;にぎる;to grasp,to hold a (thing) in one's  hand, grip;3
6567;日;にち;sun,sunshine,day;3
6568;日常;にちじょう;ordinary,regular,everyday,usual;3
6569;日曜;にちよう;Sunday;3
6570;日光;にっこう;sunlight;3
6571;none;にっこり;smile sweetly,smile,grin;3
6572;日中;にっちゅう;daytime,broad daylight;3
6573;日本;にっぽん・にほん;Japan;3
6574;入学;にゅうがく;entry to school or university,matriculation;3
6575;入場;にゅうじょう;entrance,admission,entering;3
6576;人気;にんき;popularity;3
6577;人間;にんげん;human being,man,person;3
6578;抜く;ぬく;to extract,to omit,to surpass,to draw out,to unplug;3
6579;抜ける;ぬける;to come out,to fall out,to be omitted;3
6580;布;ぬの;cloth;3
6581;濡れる;ぬれる;to get wet;3
6582;根;ね;root;3
6583;値;ね;value,price,cost,worth,merit;3
6584;願い;ねがい;desire,wish,request;3
6585;願う;ねがう;to desire,to wish,to request;3
6586;鼠;ねずみ;(1) mouse,　rat,;3
6587;値段;ねだん;price,cost;3
6588;熱心;ねっしん;zeal,enthusiasm;3
6589;熱帯;ねったい;tropics;3
6590;熱中する;ねっちゅうする;to devote oneself, be devoted to, be crazy about;3
6591;年間;ねんかん;year;3
6592;年月;ねんげつ;months and years;3
6593;年中;ねんじゅう;whole year,always,everyday;3
6594;年代;ねんだい;age,era,period,date;3
6595;年齢;ねんれい;age,years;3
6596;野;の;field;3
6597;能;のう;ability, talent, a Noh play;3
6598;農家;のうか;farmer,farm family;3
6599;農業;のうぎょう;agriculture;3
6600;農民;のうみん;farmers,peasants;3
6601;能力;のうりょく;ability,faculty;3
6602;軒;のき;eaves;3
6603;残す;のこす;to leave (behind, over),to bequeath,to save,to reserve;3
6604;残り;のこり;remnant,residue,remaining,left-over;3
6605;乗せる;のせる;to take on board,to give a ride;3
6606;除く;のぞく;to remove,to exclude,to except;3
6607;望み;のぞみ;wish,desire,(a) hope;3
6608;望む;のぞむ;to desire,to wish for,to see,to command (a view of);3
6609;後;のち;afterwards,since then,in the future;3
6610;喉;のど;throat;3
6611;伸ばす;のばす;to lengthen,to stretch,to reach out,to grow (beard);3
6612;伸びる;のびる;to stretch,to extend,to make progress,to grow (beard, body height);3
6613;述べる;のべる;to state,to express,to mention;3
6614;昇る;のぼる;to arise,to ascend,to go up;3
6615;none;のんびり;carefree,at leisure;3
6616;場;ば;place,field (physics);3
6617;none;はあ;Yes, Uh-huh, I see, ;3
6618;灰;はい;ash;3
6619;梅雨;ばいう;rainy season,rain during the rainy season;3
6620;配達;はいたつ;delivery,distribution;3
6621;俳優;はいゆう;actor,actress,player,performer;3
6622;墓;はか;grave,tomb;3
6623;馬鹿;ばか;fool,idiot,trivial matter,folly;3
6624;博士;はかせ;doctorate,PhD;3
6625;計る;はかる;to measure,to weigh,to survey;3
6626;履く;はく;to wear,to put on (lower body);3
6627;吐く;はく;to breathe out, to vomit;3
6628;拍手;はくしゅ;clapping hands,applause;3
6629;莫大;ばくだい;enormous,vast;3
6630;爆発;ばくはつ;explosion,detonation,eruption;3
6631;博物館;はくぶつかん;museum;3
6632;激しい;はげしい;violent,vehement,intense;3
6633;none;はさみ;scissors;3
6634;破産;はさん;(personal) bankruptcy;3
6635;端;はし;end (e.g. of street),edge,tip,margin,point;3
6636;始まり;はじまり;origin,beginning;3
6637;外す;はずす;to unfasten,to remove;3
6638;旗;はた;flag;3
6639;肌;はだ;skin;3
6640;裸;はだか;naked,nude;3
6641;畑;はたけ;field;3
6642;二十（歳）;はたち;20 years old,;3
6643;働き;はたらき;work,labor;3
6644;発見;はっけん;discovery,detection,finding;3
6645;発行;はっこう;issue (publications);3
6646;発車;はっしゃ;departure of a vehicle;3
6647;罰する;ばっする;to punish,to penalize;3
6648;発達;はったつ;development,growth;3
6649;none;ばったり;with a clash (thud),with a bang,plump,flop;3
6650;発展;はってん;development,growth;3
6651;発表;はっぴょう;announcement,publication;3
6652;発明;はつめい;invention;3
6653;話し合う;はなしあう;to discuss,to talk together;3
6654;離す;はなす;to part,divide,separate;3
6655;放す;はなす;to separate,to set free;3
6656;離れる;はなれる;to be separated from,to leave,to go away,to be a long way off;3
6657;羽;はね;counter for birds,counter for rabbits;3
6658;幅;はば;width,breadth;3
6659;母親;ははおや;mother;3
6660;省く;はぶく;to omit,to eliminate,to curtail,to economize;3
6661;場面;ばめん;scene,setting (e.g. of novel);3
6662;腹;はら;abdomen,belly,stomach;3
6663;原;はら;field,plain,prairie,tundra,moor,wilderness;3
6664;針;はり;needle,hand (e.g. clock);3
6665;張る;はる;to stick,to paste;3
6666;番;ばん;counter for a number;3
6667;範囲;はんい;extent,scope,sphere,range;3
6668;反抗;はんこう;opposition,resistance;3
6669;犯罪;はんざい;crime;3
6670;判断;はんだん;judgement,decision;3
6671;犯人;はんにん;offender,criminal;3
6672;販売;はんばい;sale,selling,marketing;3
6673;灯;ひ;light;3
6674;被害;ひがい;damage;3
6675;比較;ひかく;comparison;3
6676;轢く;ひく;to run somebody over (with vehicle),to knock someone down;3
6677;悲劇;ひげき;tragedy;3
6678;飛行;ひこう;aviation;3
6679;膝;ひざ;knee,lap;3
6680;非常;ひじょう;emergency,extraordinary,unusual;3
6681;美人;びじん;beautiful person (woman);3
6682;額;ひたい;forehead,brow;3
6683;none;びっくり;be surprised,be amazed,be frightened,astonishment;3
6684;日付;ひづけ;date,dating;3
6685;必死;ひっし;inevitable death,desperation,frantic,inevitable result;3
6686;none;ぴったり;exactly,neatly,sharp;3
6687;引っ張る;ひっぱる;(1) to pull,to draw,to stretch,to drag,(2) to pull the ball (baseball);3
6688;否定;ひてい;negation,denial,repudiation;3
6689;一言;ひとこと;single word;3
6690;人込み;ひとごみ;crowd of people;3
6691;等しい;ひとしい;equal;3
6692;独り;ひとり;alone,;3
6693;一人一人;ひとりひとり;one by one,each,one at a time;3
6694;批判;ひはん;criticism,judgement,comment;3
6695;批評;ひひょう;criticism,review,commentary;3
6696;秘密;ひみつ;secret,secrecy;3
6697;微妙;びみょう;delicate,subtle;3
6698;紐;ひも;(1) string,cord,(2) pimp;3
6699;表;ひょう;table (e.g. Tab 1),chart,list;3
6700;費用;ひよう;cost,expense;3
